#{"t_start": 1735310207.876689, "env_id": "BriscolaEpsGreedy-v0"}
r,l,t
-46.091667,19,1026.076343
70.425278,18,1026.098341
-68.206944,13,1026.112343
45.016111,13,1026.131344
-87.188333,14,1026.147345
36.630556,20,1026.171347
83.426944,16,1026.190346
-48.625278,17,1026.215343
-66.710833,13,1026.234343
-43.104444,16,1026.254346
20.988611,19,1026.273337
-53.823056,19,1026.294357
-62.627222,20,1026.316355
-35.484722,16,1026.333356
-58.787222,19,1026.354355
17.181667,20,1026.375336
41.238056,20,1026.396336
-65.113333,18,1026.414341
-75.294722,15,1026.430343
-11.443611,20,1026.453346
21.13,20,1026.475341
-62.505556,17,1026.492342
-40.055278,20,1026.515337
16.990278,19,1026.53634
35.557778,20,1026.558357
-68.313333,13,1026.571336
34.261944,19,1026.594336
-77.075,18,1026.617336
35.563611,19,1026.637336
89.077778,16,1026.654339
68.607222,18,1026.675336
-73.442222,19,1026.698342
23.458333,19,1026.717341
42.169722,19,1026.741354
3.343611,20,1026.765336
-72.307222,13,1026.781353
55.771111,19,1026.804338
76.479167,13,1026.819337
47.483056,20,1026.842336
13.875278,20,1026.864345
54.568889,16,1026.881342
-56.101944,10,1026.894354
0.493611,20,1026.916339
36.601667,20,1026.943346
-29.127778,19,1026.972344
-58.686389,12,1026.990345
56.142222,16,1027.012342
-44.683889,19,1027.03834
-3.476944,20,1027.062341
25.582778,20,1027.094348
27.799167,19,1027.120336
36.798611,19,1027.146345
58.723056,16,1027.165346
-63.484444,14,1027.182337
-27.903611,18,1027.207337
46.822222,15,1027.22735
-61.908333,17,1027.248336
48.124722,16,1027.269353
-56.034722,13,1027.285336
-101.263056,16,1027.30634
40.873056,16,1027.328354
-47.875278,18,1027.356342
89.588611,12,1027.375336
-44.349167,18,1027.398338
-42.761667,20,1027.421336
-54.176389,18,1027.445337
15.816944,20,1027.469342
-82.253611,13,1027.484337
-56.713611,11,1027.498337
-58.006389,13,1027.513336
15.293611,19,1027.534354
-34.539444,17,1027.553355
-62.83,16,1027.57034
66.693889,12,1027.585338
41.539167,18,1027.603337
60.974722,14,1027.619337
9.723333,19,1027.640336
38.669444,20,1027.664336
30.5825,20,1027.688336
-89.568333,17,1027.707337
0.659444,20,1027.728337
100.406111,9,1027.737342
-36.862222,19,1027.758357
1.753056,20,1027.782353
-64.636944,13,1027.797353
-75.652222,19,1027.821355
30.624722,19,1027.845354
4.4125,20,1027.869354
32.245278,20,1027.893337
-46.553611,16,1027.912337
30.267778,20,1027.936337
-82.263611,16,1027.954337
43.159722,20,1027.977336
-23.394722,20,1028.002337
-62.4875,13,1028.017336
24.743056,20,1028.040337
41.926389,20,1028.062336
31.025556,19,1028.084353
-13.946111,20,1028.108342
-78.9575,14,1028.122338
-56.143333,11,1028.137337
16.9575,19,1028.165345
38.123889,19,1028.185355
8.932778,20,1028.210337
-77.728889,9,1028.223337
-4.26,20,1028.248336
-58.381944,16,1028.266336
-41.238333,18,1028.286336
52.775,14,1028.303336
-76.338333,18,1028.321336
-14.568333,20,1028.342339
67.938611,15,1028.358336
-77.553611,14,1028.372336
54.806944,19,1028.393337
-41.275278,18,1028.413337
-72.920556,14,1028.426342
-81.778889,11,1028.440339
48.408889,15,1028.457336
14.777222,19,1028.475336
-40.576667,13,1028.491338
-45.363056,19,1028.512352
-85.759444,13,1028.528338
8.437778,19,1028.547336
-62.759444,16,1028.563336
-72.676944,14,1028.579336
15.199167,20,1028.601337
-63.003333,17,1028.618336
-59.970556,18,1028.638346
61.282222,16,1028.656337
-28.886389,19,1028.678336
-75.966111,15,1028.695338
-79.804722,11,1028.711339
51.378333,13,1028.726353
-29.214444,18,1028.749336
-19.344167,18,1028.767337
-28.421667,20,1028.792336
23.879722,20,1028.817337
16.486944,20,1028.840337
12.910833,20,1028.863337
-53.639167,18,1028.883336
75.424167,13,1028.897338
27.203333,20,1028.923336
-25.063611,19,1028.947341
25.904444,20,1028.968336
-74.496111,16,1028.990337
27.500556,20,1029.015352
37.534444,18,1029.040341
-74.3175,14,1029.062337
-80.986944,15,1029.080341
27.411667,20,1029.10934
67.411667,17,1029.136337
25.884444,20,1029.165347
-77.038333,10,1029.179341
-63.291667,19,1029.206337
-55.631944,17,1029.227339
13.166389,20,1029.253336
-61.581389,16,1029.273337
-85.784444,17,1029.294336
52.760556,16,1029.313339
-16.786111,19,1029.336344
-21.797222,20,1029.363341
-2.124444,20,1029.390341
-68.3775,16,1029.413337
-34.718056,18,1029.443336
40.993611,20,1029.474341
6.921389,20,1029.505338
-52.669722,13,1029.521341
62.341667,14,1029.536336
-30.18,19,1029.558342
-65.1675,12,1029.571344
-22.36,19,1029.595337
-68.717778,12,1029.609337
82.054444,10,1029.620337
71.548889,14,1029.639337
69.826667,13,1029.654353
-80.700833,13,1029.669338
11.705,20,1029.692337
-61.700278,17,1029.71334
9.541389,20,1029.739337
-4.283333,20,1029.763355
-54.286111,14,1029.779338
-39.113333,15,1029.797337
101.272778,12,1029.810337
32.777222,19,1029.831343
46.159722,15,1029.846336
-22.926111,18,1029.867337
-47.287778,17,1029.885446
-58.634167,20,1029.908338
35.019722,19,1029.931337
44.195,15,1029.950341
-36.025833,19,1029.971354
0.047778,20,1029.996336
-64.2275,12,1030.011341
32.096111,17,1030.034337
-45.182222,17,1030.052356
-66.074167,12,1030.065358
30.556111,20,1030.087353
-52.952778,19,1030.108357
-41.941667,15,1030.126354
-82.971389,19,1030.147346
-20.563889,20,1030.169337
-56.069722,12,1030.182338
52.051111,18,1030.206337
51.640278,17,1030.225336
-62.780556,15,1030.242337
-43.449722,16,1030.259337
56.593333,16,1030.276337
-98.013333,14,1030.289337
-21.948056,20,1030.310337
16.7725,20,1030.331339
-46.455556,12,1030.345341
35.381944,19,1030.365338
-36.193333,17,1030.385337
-65.856944,19,1030.415343
0.322222,20,1030.437342
-39.799444,17,1030.456336
43.853056,19,1030.479337
-55.657778,15,1030.495338
90.839722,16,1030.512339
-66.495556,11,1030.522336
47.490556,18,1030.542337
-8.014167,20,1030.563337
5.645278,20,1030.584337
36.717222,19,1030.608336
33.848611,19,1030.629336
56.330833,19,1030.65434
61.865278,13,1030.670337
-56.135278,16,1030.691336
-76.4575,16,1030.711338
-41.541944,15,1030.731341
32.118056,19,1030.755339
-27.459444,15,1030.775338
34.228889,19,1030.796337
55.032222,15,1030.815337
34.501667,17,1030.834341
16.452778,16,1030.854337
-37.784722,17,1030.876337
-57.659444,16,1030.895336
48.513611,15,1030.911336
-79.583333,13,1030.93134
14.623889,20,1030.953337
68.709167,15,1030.975336
14.758333,20,1031.000337
25.041944,20,1031.028344
-49.610278,15,1031.046337
-69.619722,16,1031.065336
19.291667,20,1031.095338
1.588056,20,1031.117355
-48.391389,17,1031.14034
-63.399167,16,1031.158336
-57.444444,14,1031.178337
-15.262222,20,1031.207337
50.8625,20,1031.243346
29.841111,20,1031.275345
-74.506667,9,1031.288341
-65.188889,16,1031.311337
-65.798889,11,1031.32734
25.865833,19,1031.356338
3.963611,20,1031.385338
39.508333,19,1031.408337
21.467222,19,1031.435338
-38.221389,17,1031.458344
-42.462222,17,1031.482341
0.409444,20,1031.509342
-7.169444,20,1031.537344
70.8925,16,1031.556357
12.008611,20,1031.579339
36.134167,20,1031.600336
-75.852222,13,1031.613336
36.440278,20,1031.635336
-69.666111,15,1031.652336
-91.014167,14,1031.667336
63.283333,15,1031.686336
-20.925833,19,1031.710336
41.583333,16,1031.729336
-74.1625,16,1031.749338
-18.9375,15,1031.764337
45.193056,14,1031.781338
-31.629722,14,1031.794336
-44.026389,16,1031.813339
-68.516944,15,1031.829337
41.286667,19,1031.849338
9.087222,19,1031.870337
53.700833,18,1031.887338
38.097222,19,1031.912339
15.9075,20,1031.941342
-66.199722,18,1031.961337
-33.333333,20,1031.983337
58.119167,15,1032.001337
57.624722,19,1032.022338
50.248333,19,1032.04234
-49.473611,16,1032.059336
-76.181111,9,1032.068336
87.7575,14,1032.081336
27.34,17,1032.101336
38.692222,19,1032.120336
-42.524167,18,1032.144345
-64.920833,16,1032.163336
-35.687222,19,1032.18634
-90.542778,15,1032.20234
54.932222,20,1032.226336
17.1275,20,1032.249341
26.911667,20,1032.272353
82.4125,14,1032.289344
-48.388333,14,1032.302345
92.469444,12,1032.315344
54.192778,15,1032.331347
33.088611,19,1032.353349
-31.636389,18,1032.371346
-50.617778,16,1032.388344
-69.150278,15,1032.405346
19.3375,20,1032.427336
-72.092222,15,1032.444337
73.686944,19,1032.466338
-43.628333,17,1032.483336
-52.139444,13,1032.496336
34.239722,20,1032.517341
37.259167,19,1032.541337
44.169444,18,1032.559337
-54.993889,19,1032.582343
69.986667,15,1032.601347
39.418611,20,1032.627344
3.799444,20,1032.657337
31.128333,20,1032.679337
36.91,20,1032.701337
41.723611,18,1032.720337
-76.997778,14,1032.736337
-38.945833,15,1032.752339
-16.615833,20,1032.774336
23.654722,16,1032.791336
-57.923611,17,1032.809336
-62.152778,11,1032.821337
36.244722,18,1032.839336
-53.850833,17,1032.856336
-62.772778,15,1032.872336
-20.448056,20,1032.894337
49.011667,19,1032.918336
-63.931111,19,1032.941337
1.553611,20,1032.962337
83.258611,17,1032.979337
-74.945,17,1032.997336
-30.504167,18,1033.018336
58.756389,19,1033.039339
-12.288611,20,1033.062336
5.814722,20,1033.083336
-92.990278,9,1033.096336
33.666944,20,1033.120339
4.378056,20,1033.144344
-55.249444,15,1033.160336
-59.388889,16,1033.178336
71.499167,14,1033.194336
-47.237222,20,1033.215336
9.719444,20,1033.238336
-0.828056,20,1033.260336
41.325,19,1033.280336
-42.7825,18,1033.299336
47.857778,20,1033.324336
-32.078056,17,1033.342337
90.301111,15,1033.360336
-29.889722,20,1033.383339
-81.384722,13,1033.396354
0.146667,20,1033.41834
5.799167,20,1033.441336
-37.918333,16,1033.460336
54.898889,14,1033.477336
36.786389,18,1033.495337
-11.538333,20,1033.516341
19.906389,20,1033.538338
27.250278,19,1033.562336
30.035833,20,1033.587336
6.566667,20,1033.612336
33.648056,19,1033.636336
-64.885556,17,1033.654336
-60.646944,12,1033.668337
26.828889,20,1033.69034
45.054444,19,1033.713336
-65.226111,13,1033.726338
52.408056,20,1033.74734
2.566111,20,1033.769342
71.945833,16,1033.787336
46.937778,20,1033.808336
-56.205833,19,1033.829336
65.353333,20,1033.851338
45.68,13,1033.865336
-50.943611,12,1033.878336
-69.045,16,1033.896337
35.665833,18,1033.916343
-7.653056,20,1033.939342
-66.864722,13,1033.954344
-54.004722,20,1033.977336
-28.004722,20,1033.997337
24.306389,20,1034.019339
29.860556,20,1034.040337
8.637778,19,1034.062342
-33.415278,19,1034.080343
52.276111,20,1034.102342
42.143611,19,1034.122342
21.358611,19,1034.144344
35.348889,20,1034.172336
18.581389,20,1034.195336
34.287778,20,1034.218345
-64.934722,14,1034.235341
-66.3675,14,1034.256337
-56.514722,14,1034.272337
48.843333,20,1034.293346
-71.550833,16,1034.312338
-68.4475,12,1034.327336
-49.240833,14,1034.345337
-50.513889,18,1034.366339
56.434167,16,1034.387342
40.553333,20,1034.412337
40.331944,20,1034.436336
-48.8975,17,1034.458339
-52.029444,19,1034.479338
-59.0725,18,1034.503338
-52.706389,18,1034.525336
4.471944,20,1034.550339
-4.270278,20,1034.576337
-52.788889,17,1034.597337
-63.548333,13,1034.611337
43.236944,16,1034.629337
70.83,12,1034.642337
56.539444,17,1034.660339
49.981389,14,1034.676337
50.496389,19,1034.694336
25.260278,19,1034.714337
-84.231111,12,1034.727337
16.448333,19,1034.749337
-62.369444,14,1034.766338
33.816944,14,1034.78634
-25.498056,20,1034.810336
20.551389,20,1034.832337
40.112222,20,1034.853336
58.0175,19,1034.874336
-42.590278,18,1034.891337
15.323056,20,1034.913337
-58.905278,19,1034.937336
41.401944,20,1034.960336
24.633333,16,1034.978336
49.585,12,1034.990336
10.109722,20,1035.012343
10.8775,20,1035.036336
66.561667,19,1035.06034
65.024167,18,1035.082341
-71.361944,10,1035.096337
-48.6875,15,1035.113353
-79.707222,14,1035.132354
41.685833,16,1035.151344
60.998611,19,1035.173343
-35.080556,18,1035.192338
73.447778,11,1035.206336
3.940556,20,1035.229342
76.533889,19,1035.250337
43.803611,19,1035.273337
28.294722,19,1035.296341
-52.335833,17,1035.31434
41.091944,20,1035.336343
-20.657222,20,1035.359336
-64.563333,15,1035.393336
41.806667,16,1035.415336
28.470833,19,1035.446346
-1.879167,20,1035.481347
15.278611,20,1035.516336
-67.039167,13,1035.539358
78.988611,14,1035.566337
-29.613611,18,1035.588336
75.041667,14,1035.606336
-40.672778,19,1035.629341
9.639444,20,1035.654339
-29.36,17,1035.678336
76.090556,19,1035.700337
-22.763611,20,1035.725337
-77.260556,14,1035.748346
25.113611,20,1035.807358
-46.29,17,1035.862359
-81.596389,14,1035.902355
40.1875,17,1035.930353
58.270556,18,1035.95735
59.801944,19,1035.987346
-48.688056,19,1036.018352
51.823056,20,1036.050337
28.174722,20,1036.080336
-54.201944,14,1036.099346
-2.996389,20,1036.130342
-48.208611,13,1036.155343
-30.221667,18,1036.18435
-53.535278,16,1036.220355
-91.475,9,1036.273351
-23.825833,17,1036.310349
45.251944,17,1036.339353
-52.188056,17,1036.368346
74.7975,14,1036.397346
2.138333,19,1036.433345
-70.951667,17,1036.470351
-41.608889,20,1036.50635
-67.530278,14,1036.526342
-59.213611,17,1036.547344
-27.805278,20,1036.580345
46.906111,20,1036.611346
61.097222,13,1036.632342
31.842778,19,1036.661337
-43.729722,13,1036.681339
72.373056,8,1036.692339
29.644167,19,1036.712336
23.278611,19,1036.733336
-63.269167,16,1036.752336
-68.548611,13,1036.772344
34.820278,19,1036.795337
9.977778,20,1036.818341
30.907778,20,1036.842342
-47.066111,20,1036.865346
-41.208056,16,1036.888338
-78.349722,12,1036.902336
-56.091389,19,1036.925336
-40.176111,17,1036.944336
7.412778,20,1036.966337
-57.732778,14,1036.983337
-29.924167,18,1037.002339
-71.347778,16,1037.020337
25.718889,19,1037.042337
-23.375556,20,1037.063337
-58.520833,17,1037.082336
43.306111,18,1037.104337
-47.9425,20,1037.129336
26.442222,20,1037.152336
-94.919167,11,1037.165336
-55.597778,16,1037.185341
-44.203333,14,1037.203342
70.713333,18,1037.223337
38.118056,19,1037.248337
63.554444,13,1037.265344
21.170833,20,1037.300345
50.64,19,1037.327341
-66.686111,14,1037.34734
-53.216944,17,1037.367337
11.311944,20,1037.393346
-69.700556,13,1037.409345
54.344167,20,1037.433343
-51.7625,13,1037.446342
59.2425,12,1037.459342
45.506111,13,1037.476341
-37.220278,18,1037.496341
99.534722,12,1037.510341
-62.048056,12,1037.525341
-70.468889,6,1037.533342
-67.213056,19,1037.556341
76.661111,12,1037.570337
-36.899167,15,1037.587336
10.694722,20,1037.608336
10.968333,20,1037.630337
-54.617222,12,1037.644338
-70.302222,17,1037.662337
64.548333,19,1037.684337
69.214722,18,1037.70734
57.505278,17,1037.727338
29.602222,20,1037.749338
-77.554167,16,1037.768337
2.464444,20,1037.793336
80.022222,19,1037.813337
-69.214167,8,1037.822337
20.045278,18,1037.840336
49.065278,18,1037.860336
-76.858889,15,1037.874336
62.185556,19,1037.895336
37.624167,20,1037.919339
-42.129444,18,1037.941339
43.7225,17,1037.960343
-71.778889,13,1037.973343
-64.378333,16,1037.991347
-66.585556,13,1038.005342
-37.538056,17,1038.026337
33.713056,20,1038.047337
3.401111,20,1038.068336
-26.116389,20,1038.089337
-48.780278,16,1038.10634
6.174167,20,1038.129338
59.154722,15,1038.146342
-76.841944,11,1038.161342
-52.506667,13,1038.176341
80.558056,10,1038.189344
13.041389,20,1038.212341
58.873333,20,1038.236337
78.298889,7,1038.24534
-71.018611,14,1038.260344
-58.225556,20,1038.289354
-94.701667,16,1038.311342
-68.815278,16,1038.334342
48.471389,20,1038.364337
83.681111,14,1038.384338
-74.173611,9,1038.396337
-30.981944,19,1038.425342
37.826389,18,1038.449337
-83.586667,12,1038.466336
-35.474444,20,1038.495343
44.13,19,1038.521337
59.570278,14,1038.539336
21.948611,20,1038.567343
52.869167,16,1038.590341
3.5375,20,1038.620347
-56.868889,17,1038.645338
-60.636944,14,1038.663341
73.718333,13,1038.680337
-72.625,14,1038.697336
17.088611,19,1038.719336
-46.102222,14,1038.73334
-54.590556,17,1038.751337
-86.996389,9,1038.762339
35.028333,19,1038.78134
-40.087222,14,1038.799355
67.328611,13,1038.815336
30.118056,20,1038.837336
-41.378889,16,1038.856336
48.8925,19,1038.880337
29.450556,20,1038.902336
57.818889,15,1038.921337
-30.255278,17,1038.942344
72.952778,14,1038.956342
47.015278,19,1038.977341
15.816111,19,1039.003342
31.041389,19,1039.036339
61.074722,19,1039.068341
46.046667,19,1039.100342
-48.212778,13,1039.12335
16.063889,20,1039.150336
59.555833,17,1039.178337
23.785,18,1039.201337
48.283056,20,1039.229337
14.178611,20,1039.257337
-29.013333,17,1039.28835
71.431389,12,1039.309337
55.076111,19,1039.345336
31.5725,20,1039.370341
-18.534444,19,1039.393339
-16.621111,20,1039.418336
-23.750833,20,1039.439336
-54.419444,18,1039.457336
-65.800278,14,1039.473336
21.817778,18,1039.491336
58.731389,19,1039.511336
71.243333,19,1039.532338
-88.651389,9,1039.541337
-77.225833,11,1039.553337
44.112778,17,1039.570337
30.795278,20,1039.591338
25.640556,16,1039.610337
51.673611,19,1039.632337
43.676111,19,1039.653337
8.247222,20,1039.676342
-73.111944,13,1039.691342
51.960556,18,1039.710341
-71.653333,11,1039.724341
-57.340278,17,1039.743337
-38.502222,18,1039.763337
48.666111,16,1039.780337
44.784167,20,1039.802337
-67.0,12,1039.815342
-32.701111,18,1039.83334
-70.481389,15,1039.849337
52.514722,18,1039.870337
-62.127222,11,1039.879337
51.8775,20,1039.900336
-34.059167,17,1039.920337
11.724444,20,1039.941337
10.493056,20,1039.964338
21.0625,20,1039.991336
-49.599167,20,1040.016339
-12.625278,20,1040.042337
-45.6875,16,1040.061341
-36.607222,16,1040.080336
48.887778,17,1040.097336
47.957778,15,1040.114337
-64.207222,20,1040.136337
44.099167,20,1040.158336
-31.577222,16,1040.176336
-56.538611,16,1040.194336
67.785278,14,1040.207336
-53.876389,17,1040.225337
-47.338333,15,1040.241339
-0.934444,20,1040.262339
42.180833,19,1040.285337
-45.533333,15,1040.303351
-86.251111,17,1040.325342
6.038889,20,1040.351337
79.603611,17,1040.372337
7.353333,20,1040.396336
53.376667,20,1040.420337
-63.851111,14,1040.437337
-65.901944,14,1040.451336
20.127778,20,1040.472339
-65.4475,15,1040.488343
55.093611,15,1040.50834
57.368056,16,1040.528336
-74.806389,12,1040.541338
-56.2175,16,1040.560337
33.35,17,1040.580336
-59.229722,14,1040.596336
25.805,20,1040.619337
14.4725,20,1040.642337
18.337222,20,1040.665337
-77.849444,13,1040.681338
34.764722,19,1040.700337
-68.796667,11,1040.713336
61.348611,19,1040.733336
51.374167,20,1040.755337
-69.546944,18,1040.773336
25.006667,20,1040.797336
-73.808056,15,1040.814337
-46.377778,15,1040.830337
24.695278,20,1040.851338
24.766111,20,1040.872336
38.089444,19,1040.892336
-75.741667,15,1040.907337
39.210833,20,1040.931338
34.445278,20,1040.954338
-58.636111,16,1040.973337
72.613056,20,1040.998337
-40.373889,19,1041.020337
-56.660278,16,1041.038337
62.476944,15,1041.055337
60.175,15,1041.073338
-57.855556,16,1041.090337
29.2625,19,1041.108337
50.881944,18,1041.128338
55.542778,15,1041.145339
43.480833,19,1041.166337
43.640278,20,1041.190337
-71.803056,11,1041.204338
-56.133056,16,1041.22134
92.001944,11,1041.235337
63.014722,15,1041.253339
8.390278,20,1041.278337
-57.436111,17,1041.297337
77.093056,16,1041.315337
8.508056,20,1041.33734
-76.320278,14,1041.354344
-85.198056,14,1041.375337
13.336944,19,1041.400345
-61.858056,16,1041.421345
69.625,13,1041.439342
6.608333,19,1041.468341
-19.274444,20,1041.495338
11.178056,20,1041.521339
-96.177222,17,1041.54134
-87.975556,17,1041.561337
-72.546667,10,1041.575337
81.415556,14,1041.592338
62.930556,20,1041.616337
-50.326667,16,1041.636344
27.26,19,1041.661339
25.220556,20,1041.686337
67.619444,15,1041.706337
18.428056,19,1041.728339
23.427778,20,1041.752341
-51.440833,17,1041.775343
19.338889,18,1041.795339
43.117222,19,1041.819345
73.695,13,1041.834336
-68.884167,18,1041.85934
-57.164444,15,1041.876338
10.270556,20,1041.898336
