#{"t_start": 1735310207.876689, "env_id": "BriscolaEpsGreedy-v0"}
r,l,t
-3.296667,20,1001.025337
-51.941111,17,1001.046342
13.335833,20,1001.071336
-4.982222,20,1001.094339
-20.196111,20,1001.119337
-59.320278,13,1001.133336
-78.852778,15,1001.15334
-39.450278,14,1001.172337
-54.848889,19,1001.194344
-57.939722,16,1001.21534
51.0475,20,1001.240337
-58.098889,13,1001.258338
63.511389,14,1001.274336
-69.691667,12,1001.288336
20.673333,20,1001.314337
50.377222,16,1001.332336
44.134167,20,1001.358347
-67.742222,14,1001.380337
47.398333,19,1001.401337
-74.553889,10,1001.416337
22.723889,20,1001.442337
6.855278,20,1001.467337
44.359167,19,1001.491338
-91.413056,11,1001.503341
-65.925278,13,1001.521341
-39.071667,19,1001.541341
-102.156667,19,1001.564337
3.266944,20,1001.591342
-52.446667,19,1001.616337
-40.5375,17,1001.637339
61.266389,15,1001.659338
3.798333,20,1001.69234
-63.901667,13,1001.716345
12.575556,19,1001.751343
-50.2525,16,1001.778337
-73.257222,13,1001.799336
45.675,19,1001.826337
36.93,20,1001.851337
49.939444,13,1001.866336
43.847778,20,1001.896337
-48.509167,12,1001.912343
-11.370833,20,1001.93734
-66.654167,13,1001.953342
34.835833,19,1001.977337
51.694167,13,1001.992336
11.694444,20,1002.014336
27.005833,20,1002.035337
42.843333,20,1002.058336
62.469444,12,1002.070336
23.384444,19,1002.091336
-54.336944,16,1002.110337
-27.583611,14,1002.130337
-81.718611,12,1002.143337
-74.454722,17,1002.161339
-57.736944,17,1002.179337
-51.203611,16,1002.197341
39.410833,19,1002.220342
13.470278,20,1002.244337
-11.406111,18,1002.261337
-44.986389,20,1002.282336
-32.264444,19,1002.304336
-25.419167,20,1002.330338
-84.129444,15,1002.348336
10.682222,19,1002.371337
-40.025,18,1002.393337
-45.716111,18,1002.417336
-72.243333,15,1002.433337
33.084444,20,1002.458337
-59.569722,17,1002.481337
-64.030278,15,1002.496336
18.598889,20,1002.519337
66.676389,11,1002.531336
55.262778,18,1002.551338
16.749722,18,1002.573338
-30.323889,17,1002.590338
-58.729722,10,1002.602337
-21.556667,19,1002.622339
70.193056,18,1002.640338
-68.057222,15,1002.656338
8.379722,19,1002.67734
33.489167,19,1002.696342
-47.4225,20,1002.721336
21.191944,20,1002.747337
-81.162778,13,1002.765337
-55.429167,17,1002.783337
-46.212222,18,1002.804336
-53.825,18,1002.827336
-32.831111,17,1002.845336
-51.303333,14,1002.863336
-55.4,17,1002.882337
-46.58,17,1002.901338
36.169722,17,1002.921336
26.265833,20,1002.942336
-10.361389,20,1002.964336
17.990833,20,1002.985336
-72.36,14,1003.001336
62.399722,15,1003.017336
58.618333,14,1003.031336
-63.858889,14,1003.049337
38.344722,18,1003.071337
31.795833,18,1003.093336
24.9175,19,1003.112336
-60.566389,13,1003.129336
-2.951111,20,1003.158342
-71.009722,16,1003.177336
35.600833,20,1003.202347
-30.548611,20,1003.231343
-58.2175,19,1003.251336
-61.496944,18,1003.274336
-48.574722,16,1003.294337
-50.220278,20,1003.317337
24.708889,20,1003.340337
40.041111,18,1003.360336
-60.8525,20,1003.383337
-57.600278,17,1003.405338
-44.569444,16,1003.424336
22.652222,19,1003.450337
33.3725,20,1003.474338
-42.083333,15,1003.492336
-51.277778,16,1003.514342
-21.698889,19,1003.537344
63.815556,15,1003.554346
-89.769722,14,1003.568345
-64.068056,18,1003.588346
-53.666667,19,1003.613342
-43.715556,19,1003.63934
66.517222,19,1003.660338
-48.258889,20,1003.682338
36.290556,20,1003.705337
-56.044722,19,1003.728336
-90.036111,12,1003.741337
-7.8225,20,1003.764338
70.639444,11,1003.775341
-60.427222,11,1003.788336
-16.143056,19,1003.809337
23.049167,20,1003.832337
-51.941389,15,1003.852338
-39.696111,20,1003.877339
-44.739167,20,1003.899337
56.236389,19,1003.918336
-58.537222,14,1003.935342
18.627222,20,1003.966344
50.218889,18,1003.991338
-77.186389,16,1004.014343
-68.26,12,1004.030336
21.940278,20,1004.052336
59.231389,20,1004.073337
47.495833,15,1004.089337
-55.782222,17,1004.108337
41.15,14,1004.127342
71.182222,15,1004.144337
70.760278,20,1004.166336
-50.183056,19,1004.184336
67.462778,14,1004.200336
41.2075,20,1004.220336
-53.167778,19,1004.242337
-38.629444,18,1004.262343
-82.745833,12,1004.275337
-55.902778,12,1004.290354
-95.478611,14,1004.308357
6.028611,20,1004.331337
67.900833,19,1004.351338
-79.461111,11,1004.36434
-40.000556,18,1004.385336
1.837778,20,1004.407336
-33.175556,20,1004.428339
-63.362222,17,1004.446337
43.600833,20,1004.466339
-63.954444,17,1004.483336
-64.801111,11,1004.496344
-85.896667,14,1004.509336
52.386667,14,1004.526336
-72.032222,17,1004.543336
-41.753333,13,1004.557336
-58.055,15,1004.573336
-66.695556,16,1004.592338
-66.311944,14,1004.611338
45.723611,18,1004.632337
38.820556,18,1004.656337
-67.255833,17,1004.677336
-49.482778,18,1004.695337
-30.8,17,1004.716339
-80.996667,16,1004.734338
-94.930556,14,1004.749337
77.466944,12,1004.761337
54.961389,18,1004.781336
-51.145833,18,1004.799336
-51.185556,17,1004.81734
-45.42,12,1004.83334
-75.476389,11,1004.847337
63.488611,13,1004.861337
-68.058333,14,1004.878342
-35.355,17,1004.899336
81.479167,13,1004.914336
-51.876944,17,1004.933336
-45.411111,18,1004.957337
73.010833,14,1004.973338
-65.574444,18,1004.994337
-83.829722,12,1005.007336
37.353889,19,1005.028337
-66.716667,17,1005.054345
5.8625,20,1005.088346
-51.992778,18,1005.116337
-41.539167,17,1005.139337
-60.903333,14,1005.156352
-21.383056,17,1005.178353
21.405556,20,1005.205342
-84.689167,13,1005.221341
33.823056,19,1005.244337
47.776111,20,1005.266336
46.308889,15,1005.283336
44.929444,15,1005.300337
66.67,18,1005.324343
-52.023611,18,1005.344342
-60.538889,13,1005.359341
39.671944,20,1005.381338
15.283056,20,1005.406337
-94.676944,13,1005.426337
-49.551111,18,1005.450344
75.979444,20,1005.478336
58.554444,19,1005.504341
7.657778,20,1005.527341
-86.157222,11,1005.541342
32.828611,20,1005.562342
-44.144167,17,1005.579343
-24.066111,18,1005.597341
28.674167,19,1005.618341
66.807222,14,1005.634343
21.401111,20,1005.656337
73.636667,19,1005.675336
-45.508056,18,1005.696336
14.299444,20,1005.717339
-7.543333,20,1005.738337
16.039444,20,1005.759357
1.428056,20,1005.783337
-83.736667,14,1005.799336
38.805556,18,1005.822338
45.128056,19,1005.844347
52.883333,20,1005.870346
-53.1425,17,1005.888342
29.768333,19,1005.910343
-12.154167,20,1005.932337
-59.097778,17,1005.95835
43.234444,17,1005.976336
30.566111,20,1006.000337
45.014167,19,1006.022336
48.169167,20,1006.044337
-70.06,8,1006.053336
-55.216389,16,1006.070336
35.521111,19,1006.092337
59.260556,16,1006.110337
-37.325556,19,1006.129336
51.993333,16,1006.146336
-28.1875,19,1006.172339
-42.083056,18,1006.196338
-59.832222,17,1006.217336
-77.711111,16,1006.23834
0.15,20,1006.264339
-49.680833,14,1006.280337
13.716111,20,1006.304341
-31.886111,17,1006.327344
11.044722,20,1006.350337
-60.831111,17,1006.369354
-16.833889,20,1006.393343
-44.436667,19,1006.415343
-29.187778,20,1006.438354
25.996389,20,1006.466354
-30.202222,20,1006.491356
59.7025,15,1006.506354
-21.57,17,1006.527336
-3.641667,20,1006.552336
30.380833,20,1006.574347
-55.541667,18,1006.592345
-68.711667,15,1006.608345
5.24,20,1006.632342
41.1325,19,1006.656337
31.777222,19,1006.676337
-77.637778,16,1006.696337
-35.883611,20,1006.721336
-40.750833,18,1006.743341
-27.990556,20,1006.767341
-87.297778,14,1006.78434
23.018611,19,1006.810337
-55.174444,17,1006.832339
-63.473889,15,1006.852337
29.750556,20,1006.880345
-51.020278,17,1006.903342
10.228056,20,1006.926337
-73.3725,16,1006.944337
59.957222,19,1006.966337
-87.799722,9,1006.976336
30.194722,19,1007.001337
59.489722,10,1007.016339
-55.15,16,1007.036336
-73.364722,13,1007.051338
-44.425833,19,1007.076336
-46.991111,12,1007.089336
32.663056,19,1007.108336
28.938611,18,1007.128336
24.476389,19,1007.149338
2.594167,20,1007.174336
85.915833,14,1007.189336
100.455833,13,1007.204352
-46.133056,17,1007.227353
-46.165,19,1007.250337
40.07,18,1007.274338
-40.382222,19,1007.295336
-68.763611,18,1007.318336
-54.821111,18,1007.340347
49.749722,19,1007.359351
-41.941111,15,1007.386346
3.139444,20,1007.419343
-43.901389,16,1007.450338
-91.513333,13,1007.474336
18.572222,16,1007.499337
-52.491667,16,1007.524337
-7.536944,20,1007.555347
-30.671944,20,1007.582338
93.387222,15,1007.603339
27.381667,20,1007.630337
-22.626389,20,1007.652336
-0.808889,20,1007.675336
-51.2125,18,1007.698337
-40.3725,20,1007.725336
24.194167,19,1007.745336
-84.251389,16,1007.762336
33.488889,18,1007.783341
21.408056,20,1007.805336
-72.913333,13,1007.818337
-42.290278,16,1007.835337
44.274444,19,1007.856345
-77.195556,13,1007.874337
-20.850556,19,1007.89534
-42.738333,17,1007.912338
-40.761389,16,1007.929337
-47.179722,18,1007.949337
-13.987222,18,1007.975341
-51.410556,13,1007.989337
56.649722,19,1008.015338
28.938611,19,1008.044337
-50.493889,18,1008.066348
-67.025556,15,1008.090336
-37.2275,17,1008.110342
-26.370833,16,1008.129337
20.683056,19,1008.153337
-58.761944,15,1008.176342
39.775,20,1008.201342
-72.8275,13,1008.217342
19.891389,20,1008.242343
30.2375,18,1008.264338
3.609167,20,1008.289343
30.742778,19,1008.310337
32.556111,19,1008.333336
-69.063611,15,1008.351337
15.751944,20,1008.374337
-50.95,17,1008.393337
-43.926111,18,1008.413336
38.751944,19,1008.431336
-45.201111,20,1008.452336
-70.830278,16,1008.476342
-32.869722,15,1008.498343
-47.2225,15,1008.520338
23.829722,20,1008.548336
-50.859167,13,1008.564337
23.851111,19,1008.591341
38.081389,13,1008.610337
-72.62,13,1008.625336
-58.314167,15,1008.644336
-40.752778,15,1008.664341
-64.315,10,1008.675336
-28.390278,18,1008.702338
-63.765278,8,1008.715338
-34.486667,18,1008.739337
-45.335278,17,1008.768342
-64.778056,17,1008.799342
37.551667,17,1008.82334
-19.378056,20,1008.849346
-49.755278,14,1008.868347
31.533889,20,1008.893347
9.148889,20,1008.928336
35.529444,20,1008.96434
-67.252778,17,1008.993351
3.531667,20,1009.028339
91.310833,10,1009.044337
-43.163889,18,1009.075341
-23.36,20,1009.10835
-70.815278,15,1009.133339
-55.387222,18,1009.162336
-46.226389,19,1009.196351
22.943889,19,1009.230344
14.326111,20,1009.259346
46.388611,15,1009.276337
48.533333,20,1009.298337
-20.106111,17,1009.319339
58.532778,20,1009.347344
-81.0225,15,1009.36434
-39.498333,18,1009.385338
-41.646111,16,1009.403337
57.091389,13,1009.416336
-57.178889,16,1009.433336
7.309167,20,1009.456336
17.356667,20,1009.478354
31.930556,20,1009.500336
-66.915556,16,1009.51934
30.475833,19,1009.542338
-46.390833,18,1009.560338
-64.882778,16,1009.578336
-24.731389,17,1009.598337
-74.199444,16,1009.615338
-50.789722,20,1009.636337
-56.174167,15,1009.65034
69.6625,18,1009.671337
92.601667,12,1009.684336
11.155833,20,1009.705338
-70.910833,16,1009.722337
-79.877778,16,1009.739336
-77.419444,15,1009.757337
40.025278,19,1009.776336
62.756389,14,1009.792337
-47.975556,16,1009.812338
-78.465278,11,1009.825339
2.255833,20,1009.849354
93.227222,14,1009.864336
-27.472222,18,1009.884338
62.293333,18,1009.90334
36.091944,19,1009.926337
-60.283889,15,1009.943337
-50.524167,19,1009.962336
-51.345,17,1009.986336
-52.595278,16,1010.00534
-53.195833,14,1010.020344
-32.069444,20,1010.041343
22.094722,19,1010.065341
16.806667,20,1010.087344
-62.478333,18,1010.108341
-75.848056,14,1010.125337
-68.207778,14,1010.140336
20.628333,19,1010.161336
-51.871667,13,1010.174336
7.926111,20,1010.196337
3.403611,20,1010.217339
-59.121667,12,1010.230336
13.500833,20,1010.253341
8.863889,20,1010.274337
-79.881389,13,1010.289356
25.171667,20,1010.312345
12.739167,20,1010.332345
-104.397222,12,1010.345344
18.518333,19,1010.364341
43.41,16,1010.381346
-80.208611,8,1010.390341
-62.233056,15,1010.407342
-22.051389,20,1010.428342
69.035,17,1010.445341
6.455556,20,1010.466341
-46.778056,14,1010.482343
-15.321944,20,1010.504344
-41.329167,18,1010.521342
68.526111,16,1010.538342
-33.937778,17,1010.558342
91.557778,12,1010.571344
76.025556,12,1010.583344
51.368611,20,1010.605343
5.958333,20,1010.627343
40.863056,17,1010.644343
-27.633611,18,1010.662343
-61.511944,13,1010.678343
-72.270556,11,1010.688342
39.624444,20,1010.709342
-37.265556,16,1010.726341
67.293611,12,1010.739336
28.681944,20,1010.760336
84.428889,8,1010.769337
-91.783333,14,1010.785337
23.408611,19,1010.806337
84.244167,8,1010.816337
23.319167,20,1010.839336
-28.734167,17,1010.857337
-32.529444,20,1010.879336
-73.239167,12,1010.891336
-44.428056,17,1010.908336
-73.888611,12,1010.921336
-84.329722,10,1010.933336
-53.641389,19,1010.951336
-66.410833,11,1010.963336
11.005833,20,1010.988337
-45.824167,17,1011.007336
-19.700556,20,1011.031336
65.149722,19,1011.053337
-18.862778,20,1011.074337
-62.520278,13,1011.088336
-69.898333,16,1011.10534
26.157778,20,1011.128336
71.676667,20,1011.151336
-62.5575,12,1011.165336
19.542222,20,1011.189337
20.371944,20,1011.213336
59.928889,11,1011.227336
-74.405278,17,1011.245336
-37.4325,16,1011.263336
54.833889,20,1011.284337
86.660556,19,1011.308336
-76.881944,16,1011.328338
-38.7925,12,1011.341337
-33.861111,17,1011.358336
42.528611,19,1011.379336
-35.213889,17,1011.396336
41.887778,19,1011.417336
-37.858889,18,1011.438337
39.318889,20,1011.460337
-39.678611,20,1011.482337
-60.871944,18,1011.503343
92.656944,7,1011.512339
36.525278,20,1011.537348
36.743056,20,1011.561336
26.765278,19,1011.58634
-24.426944,17,1011.605336
7.335833,20,1011.628336
-29.084444,15,1011.647343
-56.103056,11,1011.658336
12.4925,20,1011.682337
72.122222,14,1011.702336
-66.166944,20,1011.727345
42.690556,20,1011.751342
57.965278,18,1011.773342
-75.626667,15,1011.790339
29.797778,20,1011.813355
-55.977778,20,1011.837354
-76.513889,20,1011.860355
3.705278,20,1011.885337
-58.313611,15,1011.904358
4.265556,20,1011.931354
52.185556,18,1011.952346
-35.343056,17,1011.977346
-70.041944,17,1011.999343
-72.544444,14,1012.016344
20.295556,19,1012.040354
49.579167,19,1012.062336
-18.471389,20,1012.085337
-42.498611,17,1012.104337
13.601667,20,1012.125336
-51.300556,20,1012.146337
-27.746944,18,1012.166337
-51.873056,16,1012.183338
28.214167,19,1012.204337
-13.258889,19,1012.226341
-68.071389,15,1012.244336
66.464444,15,1012.262347
-81.319722,15,1012.277337
-76.075278,16,1012.297336
-52.614722,15,1012.314337
56.076111,15,1012.331339
-54.627778,19,1012.352338
0.071667,20,1012.374336
56.2475,19,1012.393337
19.667778,19,1012.415337
-39.548889,20,1012.436337
-72.276389,13,1012.455338
-68.094444,16,1012.477337
22.493611,19,1012.506345
-72.267222,12,1012.526336
-22.113611,18,1012.552337
38.983056,18,1012.573336
-75.420833,10,1012.588337
40.885556,18,1012.606337
49.141944,13,1012.62034
-61.861111,15,1012.63734
-37.334167,20,1012.658338
-75.391111,16,1012.675337
80.784722,12,1012.688337
-64.0825,15,1012.704337
-51.879167,17,1012.721337
-40.346111,20,1012.742336
-39.214167,17,1012.793347
-66.394167,13,1012.815342
-53.633611,15,1012.834341
6.715833,20,1012.862344
-54.651667,17,1012.887348
73.261944,16,1012.909342
-77.014444,12,1012.924345
-66.016667,14,1012.940337
-95.651667,15,1012.962337
-40.599444,19,1012.986337
-57.869444,16,1013.009349
-54.943889,16,1013.035344
33.125833,20,1013.064339
-37.976944,18,1013.089337
-27.256944,18,1013.116337
21.106389,19,1013.137336
76.856111,15,1013.154339
86.738056,13,1013.169337
27.649167,19,1013.191336
-56.606389,19,1013.211338
51.510278,19,1013.232337
-35.2375,16,1013.249336
32.085556,19,1013.267336
66.551944,20,1013.288336
-17.617778,18,1013.308337
47.435,16,1013.326337
33.192222,18,1013.345336
17.768889,19,1013.367337
28.799444,19,1013.388336
-65.727222,10,1013.397336
28.525,19,1013.419337
62.271944,16,1013.436337
-29.684167,20,1013.457338
-46.2,14,1013.473336
59.465833,19,1013.492336
-54.931111,18,1013.51234
42.65,19,1013.532347
-62.812778,16,1013.550339
-31.918889,17,1013.567356
-5.203611,20,1013.589357
-0.741111,20,1013.610336
74.198333,8,1013.618337
71.1475,14,1013.633353
-55.591389,16,1013.65334
10.677778,20,1013.677352
58.121389,19,1013.700336
45.344722,19,1013.723336
71.46,20,1013.744336
21.016389,19,1013.767339
-86.574167,15,1013.78334
-10.947778,20,1013.807336
-14.386667,18,1013.831337
-49.710556,20,1013.853337
19.677222,20,1013.873337
52.497222,15,1013.891341
6.191389,20,1013.912356
-55.189167,16,1013.929357
20.117222,20,1013.950356
27.443333,19,1013.968336
46.9825,16,1013.985355
-41.916389,18,1014.009342
-57.870556,16,1014.028342
-72.966667,18,1014.049341
-62.778056,17,1014.072345
-32.246389,18,1014.092337
6.6875,20,1014.114338
53.326667,13,1014.130337
-72.529444,11,1014.144343
72.320833,18,1014.167337
-54.642778,17,1014.188336
26.813611,20,1014.210336
-68.015833,13,1014.225336
10.178333,20,1014.249336
55.993333,15,1014.268336
-47.551667,20,1014.293337
62.363056,19,1014.317341
-62.185556,14,1014.332337
-84.478611,17,1014.351339
-50.050556,17,1014.372336
22.441389,20,1014.394336
8.576944,20,1014.416337
-75.133056,8,1014.425337
19.602222,20,1014.446337
-61.062778,14,1014.459337
41.658333,20,1014.481337
-28.760833,19,1014.504337
31.203611,19,1014.528338
38.923611,16,1014.545338
-69.717778,13,1014.557339
54.208333,16,1014.586341
39.884444,19,1014.623353
45.706667,10,1014.637343
52.959167,17,1014.677357
-44.357222,18,1014.726351
-81.736944,15,1014.757347
84.243056,18,1014.788338
12.661944,19,1014.819338
-104.261389,14,1014.84134
-78.396389,17,1014.873361
-39.904167,16,1014.90135
38.929167,19,1014.931348
-37.021944,16,1014.958352
36.525833,20,1014.99235
85.813889,19,1015.024345
22.226111,20,1015.057345
55.278611,19,1015.09235
-62.383333,18,1015.119342
-51.067778,17,1015.153342
53.801944,20,1015.196349
9.0925,20,1015.231349
-96.973611,16,1015.257345
52.412222,16,1015.280347
-62.496111,16,1015.30534
41.294444,19,1015.329338
-84.294444,10,1015.34434
56.635833,15,1015.364337
-44.793889,17,1015.383337
20.260278,20,1015.408338
-33.88,20,1015.433336
-78.25,17,1015.453336
-64.331944,15,1015.473344
-3.508889,20,1015.525355
30.822778,19,1015.582337
64.885833,15,1015.610345
-58.679722,16,1015.654353
75.346111,12,1015.755349
42.785833,20,1015.942352
-50.899167,19,1016.049353
37.675556,19,1016.153342
51.0225,18,1016.230345
-61.181944,13,1016.303354
13.166944,20,1016.384343
-76.223056,20,1016.437351
-54.064167,17,1016.475343
-81.967222,14,1016.502351
19.728056,16,1016.526336
-43.820833,18,1016.554337
-67.072222,16,1016.574336
-44.747778,17,1016.596337
-53.448889,18,1016.622345
34.459444,20,1016.653337
-47.765556,15,1016.673337
-61.304444,18,1016.70134
75.306667,12,1016.718337
-78.146667,15,1016.740338
-54.354444,15,1016.757338
-0.008611,20,1017.004357
-79.039167,12,1017.054359
-67.331944,12,1017.101346
29.26,19,1017.192355
5.2675,20,1017.32535
-58.830278,14,1017.418342
-55.1925,15,1017.464348
37.998333,19,1017.509342
9.157222,20,1017.563345
-15.722778,20,1017.637346
-64.449444,11,1017.67634
51.938889,15,1017.707345
-66.930833,20,1017.782342
-46.648611,17,1017.832348
59.9175,20,1017.930345
62.848333,13,1018.019351
-36.087222,16,1018.100344
44.353333,20,1018.192347
42.509444,15,1018.255347
-30.743056,20,1018.310346
35.801389,19,1018.359349
39.849722,18,1018.397345
40.581389,12,1018.426339
39.976111,16,1018.464348
-23.489444,20,1018.508354
-78.426389,13,1018.530358
-68.475833,18,1018.560337
-30.179722,17,1018.594344
-40.395,16,1018.633352
26.670833,20,1018.687343
-60.265278,13,1018.718345
-46.946667,18,1018.782345
-43.1075,17,1018.826345
67.1875,12,1018.861344
28.240833,20,1018.919345
36.655278,19,1018.953349
-52.101944,14,1018.97636
-42.963889,16,1019.00435
17.431944,20,1019.04435
39.480278,19,1019.111356
6.813056,20,1019.161349
27.895556,20,1019.225341
46.343333,18,1019.269348
-64.166111,20,1019.312352
-78.489722,12,1019.333345
31.218611,18,1019.369346
-2.205833,20,1019.406345
-61.860556,17,1019.439345
-51.386944,18,1019.484345
-54.148611,17,1019.51635
30.708889,19,1019.575356
-51.973333,18,1019.61035
-30.449444,17,1019.646351
-1.821667,20,1019.692354
64.116389,14,1019.718349
58.175278,16,1019.753353
-58.716944,14,1019.787374
52.286667,18,1019.820344
14.564167,20,1019.86135
55.175,18,1019.898346
-69.247778,15,1019.922349
83.89,19,1019.961351
-86.403889,12,1019.980349
-49.905833,15,1020.005351
-75.515556,13,1020.028349
-22.045,20,1020.067338
53.765,14,1020.098344
-37.918611,16,1020.12635
32.514167,19,1020.156349
-84.447222,11,1020.17635
54.036389,16,1020.202358
61.331667,15,1020.234337
-32.6925,18,1020.260336
52.194722,13,1020.283338
11.206389,20,1020.316336
22.220556,20,1020.354343
21.998333,19,1020.392344
-19.769444,20,1020.432341
44.838333,19,1020.472343
-44.1575,16,1020.503336
21.627222,19,1020.544342
-60.650556,13,1020.569343
-76.012222,15,1020.602337
73.133056,20,1020.644339
14.445,20,1020.684339
20.603333,19,1020.724342
5.913333,19,1020.755338
21.819722,19,1020.782336
-81.291667,11,1020.800336
-8.326111,20,1020.828336
59.603889,19,1020.856338
-32.166944,20,1020.884338
8.7825,20,1020.914342
1.4675,20,1020.942337
37.632222,20,1020.971337
-59.057222,17,1020.996336
14.495278,19,1021.028341
-80.478611,11,1021.047345
-44.366944,17,1021.089337
11.7425,20,1021.120338
35.145833,19,1021.14935
48.324167,20,1021.187341
13.611667,20,1021.218343
39.815556,15,1021.244338
29.511667,20,1021.276342
11.523889,19,1021.305471
53.812222,13,1021.324349
16.125,20,1021.355343
-4.753611,20,1021.382336
25.059167,19,1021.409336
42.325,20,1021.43934
-80.812222,16,1021.462337
39.523333,20,1021.490339
-30.284444,19,1021.513341
-70.346111,14,1021.529346
-65.851111,14,1021.54834
33.761944,13,1021.564337
-37.739722,20,1021.589337
-1.938056,20,1021.614339
5.569722,20,1021.639336
3.483333,20,1021.663336
43.786111,19,1021.68534
-65.282222,16,1021.702337
-59.759722,15,1021.716339
-62.324444,11,1021.729337
-45.348889,17,1021.746337
69.271389,16,1021.764337
-78.286111,16,1021.780337
-43.720556,17,1021.805339
-53.516667,16,1021.835339
14.862222,20,1021.862338
19.072778,18,1021.886337
-27.578056,18,1021.915337
-61.710278,16,1021.933336
14.433889,20,1021.955337
7.301667,20,1021.978336
-26.123611,20,1022.002337
28.8175,20,1022.026338
-47.312222,20,1022.053342
16.8425,20,1022.078337
-1.623889,20,1022.101337
-77.209444,13,1022.119347
37.883611,19,1022.143337
68.939722,9,1022.154338
-47.9825,18,1022.17634
11.820278,19,1022.204339
-47.404167,13,1022.221341
76.196667,16,1022.242341
-55.915278,12,1022.25734
56.076111,20,1022.282338
28.945,19,1022.304343
-40.104722,20,1022.327336
-78.868611,13,1022.343336
22.837222,19,1022.366339
23.523333,20,1022.391336
-25.889722,20,1022.416338
3.697222,20,1022.441341
35.360833,20,1022.463338
-57.5575,14,1022.481342
-34.855556,18,1022.500336
47.997778,15,1022.519337
-20.425556,20,1022.542338
22.780278,18,1022.561336
88.811389,9,1022.572336
-44.219167,20,1022.593337
-58.31,17,1022.610337
-12.010278,20,1022.633342
-2.5375,20,1022.658349
-4.114167,20,1022.692345
-35.423056,14,1022.715344
13.532778,20,1022.753344
-15.8075,20,1022.784338
-45.4375,9,1022.802338
19.410556,19,1022.825338
-35.976389,18,1022.853338
51.794444,17,1022.876336
-85.390833,17,1022.897336
55.464167,14,1022.917336
55.006389,17,1022.940336
-15.995833,20,1022.967337
32.195278,19,1022.992337
-49.348889,16,1023.010461
-70.336667,17,1023.028355
17.456111,20,1023.052339
57.633889,14,1023.07136
43.3025,13,1023.087352
-27.426667,17,1023.110354
37.706389,20,1023.143336
-83.914722,11,1023.16434
-82.8975,15,1023.192347
-62.1225,13,1023.212347
-27.366389,16,1023.237351
-84.922778,18,1023.265341
3.133611,20,1023.296348
70.736389,20,1023.327337
75.100278,14,1023.350345
21.088611,20,1023.382337
34.328333,20,1023.408337
45.526389,19,1023.433337
-36.583333,20,1023.457336
-55.471389,17,1023.478336
-36.684444,13,1023.493336
-34.4025,20,1023.516338
-54.111667,14,1023.533338
3.623333,20,1023.554337
-2.907222,20,1023.576337
7.916389,20,1023.597336
59.6825,14,1023.610337
26.448889,20,1023.635337
36.505833,20,1023.656338
-24.149444,20,1023.679346
-81.068056,15,1023.697338
45.168056,15,1023.715342
-45.939167,19,1023.737345
-80.796944,14,1023.753346
-78.560556,14,1023.767344
-62.169444,15,1023.783336
37.145833,20,1023.804336
-25.857778,18,1023.826337
-37.066944,20,1023.852336
54.407222,14,1023.867339
26.218333,19,1023.889336
-59.4975,13,1023.903336
-55.572222,15,1023.92234
50.218333,17,1023.945343
-30.8575,18,1023.972345
-52.146389,20,1024.004351
90.129167,18,1024.032345
56.794444,11,1024.050342
47.045833,20,1024.081343
7.966111,17,1024.107338
-70.513333,15,1024.132339
59.048889,15,1024.157337
-19.946944,20,1024.183339
-47.854167,11,1024.196337
28.969444,20,1024.220338
66.617778,13,1024.236336
43.15,19,1024.255336
-49.238611,15,1024.273343
-70.846389,15,1024.29034
-37.159722,18,1024.309339
-67.100833,15,1024.32536
40.259444,20,1024.348336
-23.385278,20,1024.373336
-12.045556,20,1024.397354
22.494722,20,1024.42034
-86.44,13,1024.436337
-66.202778,17,1024.461337
-60.1075,13,1024.476338
46.326389,17,1024.496341
-47.875,14,1024.51334
-39.826667,20,1024.536337
-37.673056,19,1024.557342
26.710556,19,1024.582341
-31.557778,18,1024.612344
47.763333,18,1024.637346
54.384444,20,1024.675344
33.535833,20,1024.710337
33.656667,19,1024.736338
-38.152778,17,1024.758337
-70.973333,17,1024.780336
-64.853611,13,1024.798336
20.993611,18,1024.819337
46.021944,16,1024.84034
35.255278,19,1024.868336
-60.790833,13,1024.885348
-62.355833,13,1024.904344
42.218333,19,1024.930347
-34.018333,17,1024.955344
-50.642222,13,1024.976341
23.890833,19,1025.001347
16.310833,20,1025.026346
17.202222,20,1025.058345
36.560278,20,1025.087344
55.186389,20,1025.116344
-12.526389,20,1025.146345
-81.261667,13,1025.169336
-48.666389,13,1025.188337
-76.556667,13,1025.204337
33.145833,20,1025.229337
-63.138889,15,1025.249337
-69.598056,18,1025.269336
4.344167,19,1025.292339
46.240278,20,1025.318336
-10.936944,20,1025.345336
-37.29,17,1025.368336
-46.350833,17,1025.393338
7.865278,20,1025.420343
35.170556,19,1025.444336
8.935833,19,1025.469337
37.233056,20,1025.497337
-45.766667,18,1025.524336
-80.137778,14,1025.542342
30.268611,20,1025.566336
25.855,20,1025.588338
17.249722,20,1025.609357
23.980833,20,1025.631344
70.809444,20,1025.653342
16.828056,19,1025.681336
-76.395,13,1025.700337
29.156389,18,1025.734343
-21.972778,18,1025.756337
26.086389,19,1025.783353
18.799722,19,1025.813337
-61.712778,20,1025.840344
37.855833,20,1025.866336
-75.029444,13,1025.880336
19.200556,20,1025.902336
-76.620833,10,1025.912337
78.036111,16,1025.929337
40.5825,19,1025.951337
-24.663889,20,1025.976336
60.111389,14,1026.000337
-35.789444,17,1026.019336
-8.665278,20,1026.048343
